#
Voornaam
Achternaam
Team
Prijs
Etappe
Roze
Paars
Blauw
Totaal
RoR
Stop
# actief
# reserve
79	Igor	Arrieta	UAE Team Emirates – XRG	2.5M	25	0	0	0	25	10.0		1	0
80	Filippo	Baroncini	UAE Team Emirates – XRG	2.6M	25	0	0	0	25	9.6		1	0
81	Jefferson Alveiro	Cepeda	Movistar Team	2.6M	23	0	0	0	23	8.8		1	0
82	Filippo	Zana	Team Jayco AlUla	4.4M	23	0	0	0	23	5.2		3	0
83	Rick	Pluimers	Tudor Pro Cycling Team	2.9M	22	0	0	0	22	7.6		14	0
84	Luke	Lamperti	Soudal Quick-Step	3.3M	21	0	0	0	21	6.4		1	0
85	Alex	Edmondson	Team Picnic PostNL	2.5M	21	0	0	0	21	8.4		0	0
86	Gerben	Thijssen	Intermarché – Wanty	5.3M	20	0	0	0	20	3.8		2	0
87	Quentin	Pacher	Groupama – FDJ	2.9M	17	0	0	0	17	5.9		0	0
88	Yannis	Voisard	Tudor Pro Cycling Team	2.5M	17	0	0	0	17	6.8		0	0
89	Kevin	Geniets	Groupama – FDJ	2.5M	16	0	0	0	16	6.4		1	3
90	Lorenzo	Milesi	Movistar Team	2.5M	16	0	0	0	16	6.4		2	0
91	Georg	Steinhauser	EF Education – EasyPost	4.5M	15	0	0	0	15	3.3		7	1
92	Marco	Frigo	Israel – Premier Rech	3M	15	0	0	0	15	5.0		7	0
93	Afonso	Eulalio	Bahrain – Victorious	2.5M	11	0	0	3	14	5.6	19	1	0
94	Tord	Gudmestad	Decathlon AG2R La Mondiale Team	2.5M	14	0	0	0	14	5.6		1	1
95	James	Knox	Soudal Quick-Step	3.7M	0	14	0	0	14	3.8		0	0
96	Michael	Hepburn	Team Jayco AlUla	2.5M	13	0	0	0	13	5.2		0	0
97	Gijs	Leemreize	Team Picnic PostNL	2.5M	13	0	0	0	13	5.2		0	2
98	Pello	Bilbao	Bahrain – Victorious	7.3M	0	0	0	12	12	1.6		1	0
99	Mikkel Frolich	Honore	EF Education – EasyPost	2.7M	11	0	0	0	11	4.1		0	0
100	Xabier Mikel	Azparren	Q36.5 Pro Cycling Team	2.5M	11	0	0	0	11	4.4		1	0
101	Larry	Warbasse	Tudor Pro Cycling Team	2.5M	11	0	0	0	11	4.4		0	0
102	Alessio	Martinelli	VF Group – Bardiani CSF – Faizanè	2.5M	11	0	0	0	11	4.4	16	0	0
103	Jan	Tratnik	Red Bull – BORA – hansgrohe	2.9M	10	0	0	0	10	3.4		1	0
104	Josef	Cerny	Soudal Quick-Step	2.8M	10	0	0	0	10	3.6		2	0
105	Felix	Engelhardt	Team Jayco AlUla	2.5M	10	0	0	0	10	4.0		0	1
106	Dylan	Van Baarle	Team Visma | Lease a Bike	2.6M	10	0	0	0	10	3.8		3	0
107	Daniel Felipe	Martinez	Red Bull – BORA – hansgrohe	10.5M	7	0	0	0	7	0.7		2	0
108	Niklas	Markl	Team Picnic PostNL	2.5M	7	0	0	0	7	2.8		0	0
109	Wout	Poels	XDS Astana Team	4.1M	7	0	0	0	7	1.7		8	1
110	Embret	Svestad-Bardseng	Arkéa – B&B Hotels	2.5M	6	0	0	0	6	2.4		0	2
111	Martin	Tjotta	Arkéa – B&B Hotels	2.5M	6	0	0	0	6	2.4		0	0
112	Lorenzo	Germani	Groupama – FDJ	2.5M	5	0	0	0	5	2.0		0	0
113	Fabio	Van den Bossche	Alpecin – Deceuninck	2.5M	4	0	0	0	4	1.6		1	0
114	David	Gaudu	Groupama – FDJ	9M	4	0	0	0	4	0.4		0	0
115	Kom	Heiduk	INEOS Grenadiers	2.5M	4	0	0	0	4	1.6		0	0
116	Jai	Hindley	Red Bull – BORA – hansgrohe	7.5M	4	0	0	0	4	0.5	6	3	0
117	Marco	Brenner	Tudor Pro Cycling Team	2.5M	4	0	0	0	4	1.6	19	3	2
118	Clement	Davy	Groupama – FDJ	2.5M	3	0	0	0	3	1.2		0	0
